ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q5_21,Q5_22,Q5_23,Q5_24,Q5_25,Q5_26,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13,Q14,Q15
"1,084",冨村＝郷司,1,35,1,0,59,1,0,1,1,29,0,1,2,3,3,2,1,11,6,5,4,3,3,2,3,2,3,3,1,3,3,99,3,3,3,2,1,2,1,5,4,3,1,1,2,5,5,1,3,2,5,2,2,2,1,4,5,1,5,5,2,5,2,4,2,2,2,5,4,5,99,4,7,2,2,1,7,0,8,6,5,6,99,2,0,7,8,3,2,5,4,3,70,20,10,30,10,60,10,60,60,40,30,40,60,40,20,60,60,60,1,5,1,0,66,1,1,1,1,2,5,1,4,1,4, 
"1,085",飯田＝哲也,1,35,1,0,59,1,0,3,1,53,0,15,5,7,1,5,2,15,13,9,3,3,99,3,3,99,99,99,99,99,99,99,99,99,99,5,5,5,4,5,5,5,4,4,4,2,3,5,5,5,1,1,4,5,5,4,5,4,4,3,4,5,4,4,3,5,1,3,3,5,5,7,10,5,8,0,8,2,10,7,6,9,10,6,6,8,6,8,4,2,4,1,25,0,50,10,50,60,60,60,10,60,60,0,0,60,75,30,25,20,4,5,4,5,66,1,1,1,1,1,4,4,5,1,1,自爆テロ
"1,086",赤松＝義生,1,35,2,0,66,1,0,6,1,58,0,15,1,2,1,2,3,15,16,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,2,5,5,99,5,4,5,1,3,4,5,3,5,5,5,5,1,5,5,5,1,1,4,1,5,3,1,0,8,9,7,9,0,9,6,10,9,9,10,10,9,6,9,5,10,1,1,1,1,30,0,0,20,100,0,80,0,60,0,0,0,20,50,50,20,30,0,0,0,0,0,66,1,1,1,2,2,2,1,5,0,1,2大政党制壊滅
"1,087",岸＝信夫,1,35,2,0,59,1,0,2,1,53,1,3,1,4,3,5,1,1,4,3,3,4,3,1,3,2,3,2,2,2,3,2,2,3,2,1,1,2,1,1,1,3,2,2,1,2,3,4,1,2,5,3,1,2,2,4,5,2,4,2,5,1,2,3,2,1,4,2,4,2,6,2,5,99,99,1,99,1,99,99,99,99,99,99,99,99,99,2,1,4,4,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,4,3,2,66,2,1,4,3,2,2,3,4,4,8,国政に信頼を取り戻す
"1,088",平岡＝秀夫,1,35,2,0,59,3,5,1,1,58,0,15,7,1,1,5,2,2,8,15,4,3,2,2,3,2,2,3,1,2,3,3,2,2,2,5,3,5,2,5,5,4,3,3,2,4,3,4,4,5,2,2,3,4,3,2,4,2,5,2,5,3,4,3,2,4,1,5,4,4,4,5,8,5,5,1,9,3,10,6,6,7,10,4,4,7,5,6,2,2,4,2,60,40,50,50,50,50,50,50,50,50,50,40,40,50,50,50,60,50,4,5,0,5,3,3,1,3,2,4,4,1,2,2,7,原発・再軍備阻止
"1,089",灰岡＝香奈,1,35,2,0,59,1,0,5,2,29,0,10,11,2,3,2,5,10,11,2,3,3,3,2,3,2,3,4,3,3,3,4,3,3,3,1,1,3,1,3,1,2,1,4,2,2,2,1,3,5,5,3,2,5,1,3,1,1,1,5,1,2,1,5,3,3,1,4,3,1,5,3,8,4,5,0,5,1,5,4,4,2,6,3,3,5,5,4,1,2,2,3,25,25,25,50,0,75,0,100,0,25,10,100,100,0,0,50,0,25,2,0,2,1,66,1,1,2,3,3,4,3,4,1,2,体制維新
"1,090",河村＝建夫,1,35,3,0,59,3,7,2,1,70,1,7,1,5,3,5,1,5,3,1,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,1,4,2,2,2,2,2,4,2,2,4,4,1,1,2,3,4,1,5,5,3,2,2,2,3,2,5,4,1,4,6,3,8,2,5,0,6,1,9,4,4,3,99,3,1,6,6,4,1,4,4,2,40,90,0,70,0,0,0,40,30,10,10,50,80,10,0,40,0,85,4,3,2,3,3,2,2,3,2,4,4,1,2,3,13,日本を取り戻す
"1,091",中屋＝大介,1,35,3,0,59,3,1,1,1,34,0,5,3,7,4,5,2,16,5,10,4,3,3,2,3,3,2,2,1,2,2,3,2,3,2,3,3,2,2,2,3,5,3,4,1,1,4,1,3,2,4,3,4,1,2,1,3,4,5,2,3,1,3,2,4,5,3,3,1,2,4,5,8,2,4,0,7,2,9,5,4,9,10,2,0,7,5,5,2,3,3,2,100,30,0,50,30,30,50,30,80,50,30,0,0,50,0,30,100,50,4,4,0,1,3,2,2,5,5,4,2,2,5,1,8,国会再生の第一歩
"1,092",五十嵐＝仁美,1,35,3,0,66,1,0,6,2,51,0,16,15,12,99,99,99,5,12,9,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,3,5,5,5,5,4,3,1,5,3,5,4,5,5,5,5,3,5,5,4,2,3,4,3,5,2,1,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,5,0,0,66,3,1,3,3,5,2,2,1,999,0, 
"1,093",安倍＝晋三,1,35,4,0,66,3,6,2,1,58,1,16,1,5,99,99,99,6,1,12,99,4,99,1,99,99,99,99,99,99,99,99,99,99,99,1,1,99,1,1,1,3,3,1,2,3,4,3,1,3,5,3,1,3,1,3,4,1,5,3,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,4,3,5,1,1,1,1,2,2,3,99,5,2,999, 
"1,094",桧垣＝徳雄,1,35,4,0,66,1,0,6,1,48,0,2,3,15,2,3,1,13,5,6,3,3,3,3,4,3,3,3,3,3,99,99,3,3,3,5,5,5,3,5,5,5,2,3,5,5,5,5,5,5,1,3,3,5,3,5,5,5,5,4,5,4,4,2,2,3,3,5,4,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,5,0,0,66,2,1,3,2,4,2,2,4,1,0,古い自民党型政治を断ち切る
"1,095",財満＝慎太郎,1,35,4,0,59,1,0,1,1,45,0,5,11,13,1,5,2,5,12,1,4,3,99,3,3,3,2,3,2,2,3,3,2,2,3,1,5,5,1,5,5,4,3,4,3,2,2,3,2,5,1,2,2,5,3,4,5,5,4,5,5,4,5,2,2,4,1,3,4,4,2,4,8,7,5,0,8,1,7,8,6,7,10,2,3,7,4,3,1,1,4,1,75,5,51,10,52,15,51,10,10,45,30,5,0,60,55,50,70,20,4,0,4,0,66,2,2,3,3,2,4,3,5,1,0,党首を選ぶ
"1,096",仙谷＝由人,1,36,1,0,60,3,6,1,1,66,0,6,15,13,1,3,2,12,15,6,4,2,3,2,3,3,3,3,1,2,3,3,3,3,3,1,2,5,1,4,2,5,5,5,1,1,5,1,5,5,1,1,99,1,1,1,5,3,5,5,5,3,4,3,4,5,1,2,5,4,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,75,25,25,50,25,25,25,25,50,50,25,25,25,25,25,25,50,50,4,4,0,5,2,4,4,5,4,4,2,2,2,1,10,政治に対する信頼回復
"1,097",福山＝守,1,36,1,0,66,1,0,2,1,59,1,1,13,3,1,3,5,4,13,11,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,1,4,2,1,2,4,3,4,2,2,3,3,2,3,2,2,3,3,4,3,2,2,2,2,3,3,3,2,2,2,5,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,3,25,75,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,3,0,1,66,2,2,3,2,3,3,2,2,1,5,日本を取り戻す
"1,098",古田＝元則,1,36,1,0,66,1,0,6,1,64,0,7,6,15,1,2,3,12,1,15,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,5,5,5,1,5,5,5,3,3,5,5,3,5,5,5,1,5,5,5,3,5,5,5,5,1,5,5,5,1,3,3,2,5,2,1,2,9,10,8,8,2,6,6,10,8,9,9,10,3,3,9,2,9,5,2,5,2,0,0,0,0,100,10,40,0,0,0,0,0,0,10,50,10,0,0,5,2,0,0,66,1,1,5,5,2,4,2,2,1,50,自民党型政治さよなら
"1,099",高井＝美穂,1,36,2,0,60,3,3,1,2,41,0,7,16,15,1,2,5,5,4,13,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,4,5,1,3,5,4,2,2,1,5,5,3,2,3,3,3,2,3,2,2,4,3,5,5,2,4,4,2,3,4,2,3,3,2,99,5,8,5,4,1,7,2,10,5,99,99,99,99,99,99,5,5,2,3,3,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100,999,3,4,0,2,3,3,3,5,4,5,4,1,3,1,5, 
"1,100",手塚＝弘司,1,36,2,0,66,1,0,6,1,51,0,15,6,7,1,2,3,15,13,6,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,5,5,5,3,5,5,5,3,3,5,5,3,5,5,5,1,5,5,5,3,5,5,5,5,1,5,5,5,1,3,3,2,5,2,1,1,10,10,9,9,1,8,4,10,8,9,9,10,8,2,5,3,8,3,1,5,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,66,1,1,5,5,4,5,4,2,1,50,新しい政治を開く
"1,101",山口＝俊一,1,36,2,0,66,3,7,2,1,62,1,7,6,2,3,4,1,6,2,13,3,4,3,1,3,3,3,2,3,3,3,2,3,3,3,4,2,3,2,4,2,3,2,2,4,2,2,3,2,3,4,4,2,3,3,2,3,4,5,2,3,3,4,3,3,3,4,3,2,4,5,2,6,3,4,0,6,1,7,6,4,1,9,3,2,7,5,4,2,4,4,4,25,75,20,70,10,30,20,10,30,30,25,35,60,25,25,50,40,100,1,4,1,1,2,1,1,1,1,4,3,3,3,2,6,政権奪還
"1,102",小松＝由佳,1,36,3,0,66,1,0,13,2,30,0,2,1,15,1,3,4,1,12,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,5,5,1,1,1,4,5,1,1,1,2,1,2,5,5,1,2,1,1,5,5,2,5,1,3,3,99,3,6,3,3,1,4,1,4,4,1,3,7,2,1,4,4,3,1,5,2,3,0,75,25,0,0,25,0,25,25,0,25,75,75,25,0,25,0,30,4,5,1,1,66,1,1,2,2,2,3,2,2,1,10,救国
"1,103",後藤田＝正純,1,36,3,0,66,3,4,2,1,43,1,3,6,1,3,4,5,2,6,1,2,4,3,1,3,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,1,2,2,2,1,5,2,2,5,2,1,3,2,2,5,2,5,1,5,3,2,3,2,3,4,3,2,2,5,3,6,2,5,0,4,0,6,2,3,4,7,4,2,3,5,3,1,1,3,1,75,80,25,80,25,25,25,25,0,25,0,25,25,0,0,0,0,100,4,3,0,1,3,2,2,2,2,2,2,1,3,2,7,国難へリセット
"1,104",谷内＝智和,1,36,3,0,66,1,0,6,1,32,0,13,7,15,1,2,3,7,15,6,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,5,5,5,3,5,5,5,3,3,5,5,3,5,5,5,1,5,5,5,4,4,3,5,5,1,5,5,5,1,3,3,2,5,2,1,2,10,10,9,10,1,8,4,10,8,9,10,10,4,3,99,4,9,3,2,4,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,66,1,1,5,4,99,5,4,2,1,30,未来ひらく歴史的
"1,105",仁木＝博文,1,36,3,0,60,3,1,1,1,46,0,7,6,5,2,5,1,6,4,5,4,2,2,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,1,2,2,4,3,2,2,3,2,4,1,3,3,3,2,2,2,2,3,3,4,3,3,1,3,3,3,3,1,3,1,3,6,6,9,5,5,0,5,3,9,6,5,5,10,5,3,4,6,6,1,4,3,3,85,40,60,45,30,40,50,50,80,60,45,40,45,45,50,50,60,50,3,4,2,3,3,3,2,2,2,3,2,2,3,0,7,政治に信頼を取り戻す
"1,106",小川＝淳也,1,37,1,0,60,3,2,1,1,41,2,3,6,2,1,99,99,3,11,15,4,3,2,2,99,99,2,2,1,99,99,99,99,99,99,2,2,4,1,3,4,2,4,4,2,1,1,2,2,2,3,2,3,1,2,1,2,1,3,5,5,4,4,4,3,4,4,5,3,5,5,5,8,5,4,1,8,2,9,5,4,2,99,99,99,99,6,4,1,4,4,3,70,20,60,40,20,40,50,60,60,50,40,20,20,30,40,50,70,50,5,4,1,4,3,1,1,1,4,4,3,4,5,1,4,政治を進めるか戻すか
"1,107",河村＝整,1,37,1,0,66,1,0,6,1,53,0,16,7,15,3,2,1,16,7,15,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,2,5,5,99,3,3,5,5,5,5,5,5,1,3,5,5,2,5,5,5,5,2,5,5,5,1,99,5,99,5,2,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,2,3,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,3,0,0,66,1,1,1,3,3,3,3,3,1,999,「自民党型政治」退場
"1,108",平井＝卓也,1,37,1,0,66,3,4,2,1,54,1,13,16,1,3,1,5,16,15,14,99,4,99,1,99,99,99,99,99,99,99,99,99,99,99,1,2,3,2,2,2,3,2,1,1,3,3,4,2,3,5,4,2,2,3,3,3,2,5,3,4,2,3,4,3,3,3,3,2,2,6,2,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,3,2,60,90,30,80,30,70,30,30,30,30,30,30,30,30,30,30,30,90,5,4,4,3,3,1,1,4,3,3,4,4,4,1,7,日本を取り戻す
"1,109",今西＝永児,1,37,1,0,60,1,0,5,1,66,0,7,5,6,4,3,5,5,9,13,3,2,3,2,3,1,3,4,3,3,3,1,3,3,2,1,1,2,1,1,1,2,3,3,1,1,1,1,2,2,4,3,1,2,1,1,1,1,1,3,2,1,1,4,3,1,2,5,2,1,8,2,9,3,5,0,6,0,9,8,7,5,10,3,0,5,6,4,1,5,4,3,40,70,30,80,0,70,0,100,45,50,50,90,80,30,0,50,0,50,1,1,0,1,66,2,2,4,4,2,2,3,4,0,0,民主・自民談合
"1,110",瀬戸＝隆一,1,37,2,0,66,1,0,2,1,47,2,3,13,1,5,4,1,3,13,2,3,4,3,1,3,3,3,3,3,3,2,3,2,3,2,1,1,2,3,3,1,3,2,2,2,3,4,3,2,2,5,2,2,2,3,2,3,3,4,3,4,2,2,3,2,3,4,3,3,3,8,4,8,5,4,0,9,1,8,7,7,9,10,7,4,5,5,4,2,3,4,2,0,100,0,80,10,10,0,0,0,0,50,20,10,50,20,50,0,100,3,4,2,0,66,3,3,4,3,2,3,4,4,1,2,政治に信頼
"1,111",玉木＝雄一郎,1,37,2,0,60,3,1,1,1,43,1,10,2,15,1,5,2,4,10,2,4,2,99,2,3,2,2,2,1,2,99,2,2,99,2,1,2,4,1,4,2,3,2,2,2,2,3,3,2,3,5,3,2,2,2,1,3,3,4,2,2,3,2,3,3,2,4,4,5,4,99,4,7,99,3,0,8,2,8,6,4,6,8,2,2,6,6,5,2,3,3,3,75,50,50,50,0,25,25,25,75,50,25,25,50,25,25,50,50,50,4,4,4,3,3,2,1,2,3,3,2,2,4,2,7,政党ではなく個人の志や資質を選ぶ
"1,112",佐伯＝守,1,37,2,0,66,1,0,6,1,52,0,13,15,7,3,2,1,2,15,1,99,99,99,99,4,99,99,99,99,99,99,99,99,99,99,5,5,5,4,5,5,3,5,1,5,5,5,5,3,5,1,3,5,5,3,5,1,5,5,1,5,5,5,1,2,3,1,5,4,1,2,8,9,9,10,2,9,4,10,9,10,10,10,9,8,8,6,9,3,2,3,2,10,0,10,5,100,10,20,0,10,5,5,0,0,30,20,10,10,0,0,5,0,0,66,1,1,3,2,4,4,2,2,1,0,もうだまされない
"1,113",大野＝敬太郎,1,37,3,0,66,1,0,2,1,44,1,2,11,1,1,99,99,1,2,11,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,3,1,3,3,1,5,1,2,5,3,1,1,1,2,2,1,5,4,3,1,1,5,3,1,3,3,5,2,7,3,7,2,5,0,7,0,6,5,5,6,8,5,5,5,4,5,1,4,4,2,60,100,20,50,50,80,10,80,50,50,10,70,70,20,50,50,10,100,3,0,2,1,66,1,1,5,1,5,2,4,5,2,7, 
"1,114",藤田＝均,1,37,3,0,66,1,0,6,1,52,0,16,16,15,3,2,1,16,7,15,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,2,5,5,99,3,3,5,5,5,5,5,5,1,3,5,5,2,5,5,5,5,2,5,5,5,1,99,5,1,5,2,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,2,3,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,3,1,0,66,1,1,1,1,4,3,3,4,1,999,本物の改革（に取りくむ）
"1,115",米田＝晴彦,1,37,3,0,60,1,0,8,1,54,0,7,2,15,1,5,2,7,12,5,2,3,2,2,2,3,4,3,2,2,3,99,2,1,2,5,5,5,2,5,5,5,2,2,5,4,2,5,3,5,1,4,3,5,3,4,5,4,5,1,5,5,5,1,1,3,1,4,5,2,3,7,9,5,7,1,9,3,10,7,7,8,99,7,4,9,7,8,2,2,3,2,0,0,30,0,50,10,95,0,40,30,10,0,0,70,75,0,50,0,4,5,2,2,66,2,1,2,2,2,2,2,4,1,1,国民投票
"1,116",塩崎＝恭久,1,38,1,0,66,3,5,2,1,62,1,3,10,2,1,5,2,3,10,2,3,4,3,1,3,2,2,2,3,3,3,2,3,3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,2,2,2,4,2,3,4,3,3,3,5,2,7,6,5,0,7,1,7,5,5,7,8,4,1,5,6,3,1,2,2,2,0,100,0,95,0,95,0,80,10,10,0,80,70,60,50,60,0,100,0,4,2,4,3,1,1,3,2,2,3,4,5,1,10,経済再生
"1,117",田中＝克彦,1,38,1,0,66,1,0,6,1,45,0,15,2,6,1,2,3,15,6,7,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,1,4,4,5,4,5,5,5,5,1,5,5,5,1,2,5,1,3,1,1,1,10,10,9,9,1,9,5,10,10,9,9,10,9,5,9,5,6,1,1,1,1,0,0,0,0,100,0,50,0,0,0,0,0,0,0,50,0,0,0,0,1,0,1,66,1,1,1,3,2,2,2,5,0,0,自民党型政治崩壊
"1,118",永江＝孝子,1,38,1,0,60,3,1,1,2,52,0,15,5,12,5,2,1,5,11,10,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,2,4,1,3,4,4,4,2,1,3,3,4,2,5,4,3,3,4,2,2,3,3,4,2,4,4,4,4,3,4,1,4,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,75,0,0,25,0,0,25,0,75,25,0,0,0,50,25,25,75,0,5,5,3,4,3,3,2,4,3,4,4,2,3,1,5, 
"1,119",池本＝俊英,1,38,1,0,60,1,0,5,1,54,0,10,11,3,5,1,4,11,10,5,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,2,2,5,2,2,2,2,3,4,2,3,2,2,2,3,4,2,1,2,2,2,1,1,1,1,1,2,3,3,2,2,3,3,4,4,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,5,66,1,1,1,3,4,4,2,2,1,999,日本再生のラストチャンス
"1,120",郡＝昭浩,1,38,1,0,66,1,0,14,1,51,0,12,1,10,4,3,5,12,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,5,3,5,1,2,1,1,3,1,4,4,3,4,1,2,4,5,5,5,4,2,5,1,5,1,1,1,5,3,5,5,4,5,6,5,5,4,8,6,7,4,5,4,6,5,4,4,4,5,1,1,1,1,88,42,80,89,89,42,42,87,87,87,83,87,86,98,98,98,98,100,0,0,0,0,66,2,1,1,1,5,4,1,1,0,0,どの馬鹿を選ぼうかな
"1,121",村上＝誠一郎,1,38,2,0,66,3,8,2,1,60,1,2,1,5,5,1,2,2,1,5,2,4,3,1,3,2,3,2,3,3,3,2,3,3,2,1,1,3,1,3,1,3,2,2,1,2,4,3,2,1,5,3,2,1,1,2,5,2,4,3,4,1,2,3,2,2,4,2,4,2,5,5,5,4,4,0,4,0,2,4,4,6,8,2,0,4,5,5,1,4,4,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,4,0,1,2,2,2,3,3,3,4,2,2,2,9,日本の再建
"1,122",友近＝聡朗,1,38,2,0,60,1,0,3,1,37,0,15,2,10,1,5,3,14,16,11,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,5,4,3,5,2,3,3,3,3,5,3,3,3,2,3,3,3,3,4,3,3,3,1,3,3,4,99,4,8,6,4,1,6,3,9,7,6,6,10,4,4,7,5,4,3,3,3,3,50,50,80,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,4,0,4,66,2,2,3,3,3,4,2,3,1,5,卒原発・消費増税凍結・反TPP
"1,123",西岡＝新,1,38,2,0,60,1,0,5,1,39,2,10,11,2,3,5,2,10,1,2,3,3,3,2,3,2,3,4,3,3,3,4,3,3,3,1,1,3,1,3,1,2,1,4,2,2,2,1,3,5,5,3,2,5,1,3,1,1,1,5,1,2,1,5,3,3,1,4,3,1,5,3,8,4,5,0,5,1,5,4,4,2,6,3,3,5,5,4,1,2,2,3,25,25,25,50,0,75,0,100,0,25,10,100,100,0,0,50,0,25,3,0,1,0,66,1,1,2,3,3,4,3,4,1,0,日本の立て直し
"1,124",竹中＝由美子,1,38,2,0,66,1,0,6,2,57,0,2,15,5,1,2,3,5,6,15,99,99,99,99,4,99,99,99,99,99,99,99,99,99,99,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,1,4,4,5,4,5,5,5,5,1,5,5,5,1,1,5,1,3,1,1,0,10,10,9,10,0,10,9,10,10,10,10,10,10,9,10,5,5,1,1,1,1,0,0,0,0,100,0,25,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,66,1,1,1,1,3,4,2,5,0,0,本物の政党を選ぶ
"1,125",植木＝正勝,1,38,3,0,66,1,0,6,1,60,0,2,1,15,3,2,1,2,5,10,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,1,5,3,5,3,3,5,5,5,1,5,5,5,1,3,1,1,5,5,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,4,0,0,66,2,3,3,3,3,3,3,3,999,999,行き詰まり
"1,126",白石＝徹,1,38,3,0,66,1,0,2,1,56,1,7,3,4,3,5,1,13,11,16,3,4,3,1,3,99,3,3,3,3,3,3,3,3,3,2,2,3,2,4,2,4,3,2,3,4,3,4,2,2,4,2,1,3,1,3,3,1,2,4,1,4,3,2,2,2,4,3,2,3,99,3,6,4,7,1,6,1,6,7,6,5,8,7,4,6,5,5,2,4,3,2,40,85,45,25,20,60,20,40,35,40,50,60,50,45,40,65,25,85,4,4,3,4,66,2,2,3,3,4,3,3,4,2,5,日本を取り戻す
"1,127",白石＝洋一,1,38,3,0,60,3,1,1,1,49,0,6,3,1,1,99,99,6,3,1,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,1,3,3,4,4,3,1,2,2,2,2,3,3,3,2,2,2,1,3,3,4,5,4,2,3,4,2,4,3,5,4,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,4,2,1,3,2,2,3,3,3,3,4,4,1,10,身を切る
"1,128",森＝夏枝,1,38,3,0,60,1,0,5,2,31,0,16,1,5,4,5,1,11,5,13,3,2,3,2,3,2,3,4,3,2,99,1,3,3,2,2,2,3,2,2,2,3,3,4,1,1,1,3,1,2,5,3,1,4,3,3,1,1,1,5,1,2,2,4,3,3,2,4,3,1,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,4,3,40,60,20,50,0,80,5,100,20,50,65,100,70,30,30,60,5,70,0,0,1,0,66,2,1,3,3,3,4,3,4,1,0,平成維新
"1,129",高橋＝英行,1,38,4,0,60,3,1,1,1,40,0,4,14,6,5,1,2,4,14,13,4,2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,4,1,3,2,3,2,2,2,4,3,5,1,3,4,3,2,2,3,2,2,3,3,1,3,1,3,1,3,2,2,2,5,4,6,5,6,6,6,1,5,1,6,5,5,5,9,5,2,4,6,4,1,4,3,2,100,20,80,50,0,20,0,50,50,100,50,50,50,50,50,50,90,30,4,4,2,1,3,2,2,4,3,3,4,2,2,1,6,乱立
"1,130",西井＝直人,1,38,4,0,66,1,0,6,1,55,0,15,6,4,1,3,2,15,6,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,2,5,5,3,5,3,5,1,3,4,5,5,5,5,5,5,3,5,4,5,2,2,4,1,4,2,1,0,7,8,6,7,0,7,4,9,6,9,8,10,6,5,6,6,8,3,3,3,2,50,30,50,50,100,50,50,0,50,0,30,0,50,50,50,50,50,30,0,4,0,0,66,1,1,1,1,5,3,1,3,1,1,国民の怒り爆発
"1,131",山本＝公一,1,38,4,0,66,3,6,2,1,65,1,3,14,4,3,2,5,14,4,9,3,4,3,1,3,3,3,3,3,3,3,2,3,3,3,1,2,3,1,3,1,3,2,2,2,2,4,4,2,2,5,2,2,3,2,2,4,3,5,1,4,2,2,3,3,3,4,3,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,3,1,0,1,3,2,2,3,3,4,3,3,4,0,6,日本を再生させるための
